Id,Property Name,Store ID,Address,City,State,State Code,Zip Code,DMA Name,DMA Code,CBSA Name,CBSA Code,lat,lng,Category Group,Category,Sub Category,Visits,Ranking
43832cc59b58b3e34530e74b,Academy Sports + Outdoors,86,4261 Nw 63rd St,Oklahoma City,Oklahoma,OK,73116,"Oklahoma City, OK",650,"Oklahoma City, OK Metro Area",36420,35.53748321533203,-97.596138,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,242792,230
7d65ece5ea08c4408e70ac09,Academy Sports + Outdoors,68,1612 Gadsden Hwy,Trussville,Alabama,AL,35235,"Birmingham (Anniston and Tuscaloosa), AL",630,"Birmingham-Hoover, AL Metro Area",13820,33.602867126464844,-86.6412735,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,241354,231
5eee15d3afc965e54a88da16,Academy Sports + Outdoors,326,1448 Old Salem Rd SE,Conyers,Georgia,GA,30013,"Atlanta, GA",524,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area",12060,33.652374267578125,-84.00537109,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,241014,232
58a3ac1e702489996cf94dd8,Academy Sports + Outdoors,367,115 S Frontage Rd,Meridian,Mississippi,MS,39301,"Meridian, MS",711,"Meridian, MS Micro Area",32940,32.363006591796875,-88.66937256,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,238821,233
b575f7218dac6ac476dc8ef0,Academy Sports + Outdoors,221,2083 N Veterans Blvd,Eagle Pass,Texas,TX,78852,"San Antonio, TX",641,"Eagle Pass, TX Micro Area",20580,28.71872901916504,-100.4784393,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,238156,234
bf8e4416d7160c8cb898659d,Academy Sports + Outdoors,289,1151 Pine Plaza Dr,Apex,North Carolina,NC,27523,"Raleigh-Durham (Fayetteville), NC",560,"Raleigh-Cary, NC Metro Area",39580,35.74761199951172,-78.83044434,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,236772,235
6fbbf4e0e5b1ffc37f0307d0,Academy Sports + Outdoors,234,2409 N Perkins Rd,Stillwater,Oklahoma,OK,74075,"Oklahoma City, OK",650,"Stillwater, OK Micro Area",44660,36.14632034301758,-97.04943848,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,236473,236
f1f0d0747b9ba27995519384,Academy Sports + Outdoors,313,2314 Matthews Township Pkwy,Matthews,North Carolina,NC,28105,"Charlotte, NC",517,"Charlotte-Concord-Gastonia, NC-SC Metro Area",16740,35.12538146972656,-80.70018005,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,235211,237
8767660a88588f9f481e48c1,Academy Sports + Outdoors,290,5309  Gingerwood Dr,Wilmington,North Carolina,NC,28405,"Wilmington, NC",550,"Wilmington, NC Metro Area",48900,34.24748229980469,-77.87509918,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,232825,238
673c5578fac5e617d91bf105,Academy Sports + Outdoors,362,1405 Janet Dr,Searcy,Arkansas,AR,72143,"Little Rock-Pine Bluff, AR",693,"Searcy, AR Micro Area",42620,35.23524475097656,-91.70890808,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,232318,239
